fips,City FIPS,City Name,State,Total Properties,Depth_1in100_NOAA,Depth_1in100_FSF2023,Depth_1in100_FSF2053,RP_1in10_FSF2023,RP_1in20_FSF2023,RP_1in50_FSF2023,RP_1in100_FSF2023,RP_1in10_FSF2053,RP_1in20_FSF2053,RP_1in50_FSF2053,RP_1in100_FSF2053,Properties in SFHA,"Properties in FSF 100 Year Zone, 2023","Properties in FSF 100 Year Zone, 2053",Properties in FSF 100 Year Zone but Not in FEMA SFHA,"Properties in FSF 100 Year Zone but Not in FEMA SFHA, Primary Flood Source is Pluvial",Properties in FEMA SFHA but not FSF 100 Year Zone
4230600,4230600,Gratz,pa,436,65,129.6,132.5,2,3,4,6.5,2,2.4,3.5,6,1,9,9,9,9,1
4230628,4230628,Gray,pa,36,67,93,95.7,4,9,14,26,4,8,12,23,0,0,0,0,0,0
4230704,4230704,Grazierville,pa,349,67,92.2,94.9,4.3,9.5,14.5,26.8,4,8.3,12.5,23.8,1,67,67,66,65,0
4230728,4230728,Great Bend,pa,282,53.6,93.7,96.7,3,6,7.6,12.3,3,5,6.6,10.6,12,63,64,51,45,0
4230896,4230896,Greencastle,pa,1762,73.2,106.5,110,3,7,11,21.3,3,6,10,19.2,0,305,307,305,305,0
4231038,4231038,Greenfields,pa,527,68,127.7,131.4,2,4,6,9,2,4,5,8,5,63,64,58,49,0
4231082,4231082,Green Hills,pa,14,65,85.9,89,5,12,17,31,5,10,15,26,0,1,1,1,1,0
4231088,4231088,Green Lane,pa,228,70,118.6,123.2,4,7,9,14,3,6,8,12,19,95,102,76,10,0
4231120,4231120,Greenock,pa,992,64,91.8,94.5,4,9,13,22,4,8,12,19,19,200,200,181,35,0
4231192,4231192,Greensboro,pa,228,62,87,89.3,4,9,14,23,4,8,12,21,19,154,154,135,0,0
4231200,4231200,Greensburg,pa,6059,65,92.8,95.2,4,8.3,12.7,22.7,3.3,7.3,11.3,20,37,735,745,700,700,2
4231208,4231208,Greens Landing,pa,240,55,86.5,89.2,3.2,7.2,10.3,17.2,3,6.2,9.1,15.1,20,87,88,67,55,0
4231256,4231256,Green Tree,pa,2342,65,92.7,95.9,4,8,13,22,3,7,11,19,1,190,192,189,189,0
4231328,4231328,Greenville,pa,2673,66,82.1,85.3,8,16.1,23.3,40.4,6.1,13.1,19.3,34.3,188,287,304,144,84,45
4231368,4231368,Greenwood,pa,1469,67,82.2,84.6,6.4,15.8,23.2,42.8,6.4,13.8,20.2,37.4,26,248,251,230,230,8
4231536,4231536,Grier City,pa,202,73,131.5,134.7,3,5,7,11,2,4,6,10,0,1,1,1,1,0
4231568,4231568,Grill,pa,621,68,126.5,130.2,2,5,6,9,2,4,5,8,1,17,18,16,16,0
4231592,4231592,Grindstone,pa,306,64,80.2,82.5,6.8,14,21.8,38.6,6,12.8,18.8,33.8,6,21,21,15,7,0
4231656,4231656,Grove City,pa,2472,67,85.2,88.5,6,13.3,19.6,36,5,11.3,16.6,30.8,29,144,151,123,89,8
4231716,4231716,Guilford,pa,1250,75,115.4,119.2,3,6,9.6,17.8,2,5.8,7.8,15,4,149,150,145,145,0
4231840,4231840,Guys Mills,pa,51,67,89.4,92.7,6,12,18,31,5,11,15,26,3,12,12,9,9,0
4232024,4232024,Halfway House,pa,1389,69.7,120.6,124.8,3,6,8.7,12.7,3,5,7,11,0,35,35,35,35,0
4232032,4232032,Halifax,pa,321,67,132,135.2,2,2.1,4,6,2,2,3.1,6,3,81,84,78,19,0
4232056,4232056,Hallam,pa,731,70,120,122.9,3,5,7,12,2,4,6,11,15,47,47,32,30,0
4232080,4232080,Hallstead,pa,497,54,93.7,96.8,3,6,8,13,3,5,7,11,34,124,128,92,62,2
4232120,4232120,Hamburg,pa,1788,69,125.5,129,3,5,7,10,2,4,6,9,175,320,341,153,110,8
4232280,4232280,Hamorton,pa,104,73,128.6,133.2,3,5.3,7.3,11,2.3,5,6.3,10,5,13,13,8,8,0
4232320,4232320,Hampton,pa,502,72,113.1,116.4,3,7,10,17,3,6,9,15,53,78,78,26,13,1
4232384,4232384,Hannasville,pa,104,66,81.1,84.2,8,17,25,43,7,14,21,36,5,16,16,11,11,0
4232448,4232448,Hanover,pa,6026,71.8,119.5,122.5,2.4,5.2,7.6,13.4,2.2,5,7.2,11.4,2,463,499,461,461,0
4232600,4232600,Harleigh,pa,562,72,111.9,115.1,4,7,11,19,4,7,10,18,0,20,20,20,20,0
4232616,4232616,Harleysville,pa,3139,70,116.3,120.8,4,7.3,10.1,15.1,3.3,6.3,8.8,13.1,11,145,156,136,134,2
4232656,4232656,Harmonsburg,pa,185,67,84.3,87.5,7,16,23,39,6,13,19,33,5,13,13,9,9,1
4232688,4232688,Harmony,pa,476,65,90.2,93.8,4,9,14,25,4,8,12,21,78,94,93,21,6,5
4232800,4232800,Harrisburg,pa,19723,69.9,119.8,122.7,2.2,4.7,6.7,11.9,2,4.5,6.3,10.9,1398,7064,7197,5668,1175,2
4232864,4232864,Harrison City,pa,75,65,91.7,94.1,4,9,13.5,23.5,3.5,8.5,12,21,5,16,16,11,11,0
4232896,4232896,Harrisville,pa,456,66,81.6,84.8,8,16,24,41,7,14,20,35,0,25,26,25,25,0
4232936,4232936,Hartleton,pa,137,66,113.5,116.5,2.3,5,7.3,11.7,2,4.3,6.3,10.3,0,17,17,17,17,0
4232976,4232976,Hartstown,pa,113,66.7,86.9,90.2,6,12,18,33.3,5,11,16,28.3,4,5,5,3,3,2
4233000,4233000,Harveys Lake,pa,2784,59.6,97.3,99.7,3.9,7.2,9.8,15.7,3.3,6.4,8.8,14.7,272,516,524,346,346,102
4233024,4233024,Harwick,pa,522,65.9,94.6,97.7,4,8.9,12.9,21.9,3,7.9,10.9,18.9,0,36,35,36,36,0
4233072,4233072,Hasson Heights,pa,645,66,84.5,87.8,7.4,14.8,21.1,36.9,6.4,12.8,18.1,31.5,0,8,8,8,8,0
4233080,4233080,Hastings,pa,694,67,80.5,82.9,8,17,25,47,7,15,22,41,14,177,179,163,163,0
4233088,4233088,Hatboro,pa,2785,74,119.4,124.3,4,8,10.7,16.7,3.7,7,9,14,85,436,445,353,351,2
4233112,4233112,Hatfield,pa,1027,71,114.1,118.6,4,8,12,17,4,7,10,15,69,119,126,58,58,8
4233154,4233154,Haverford College,pa,2,73,118.2,122.8,4,8,11,16,4,7,9,14,0,0,0,0,0,0
4233184,4233184,Hawk Run,pa,345,65,96.3,98.9,3,7,11,20,3,6,9,18,24,43,43,21,21,2
4233200,4233200,Hawley,pa,743,63,111.8,115.7,2,4,6,12,2,4,6,10,40,490,503,457,9,7
4233216,4233216,Hawthorn,pa,285,66,78.7,81.7,10,19.7,28.7,48.7,8,16.7,24.7,41.7,7,34,34,27,7,0
4233312,4233312,Haysville,pa,81,65,87.8,91,5,11,16,28,4,9,14,24,0,45,45,45,7,0
4233328,4233328,Hayti,pa,1248,71,122.1,125.9,3.6,6.2,8.2,12.8,2.6,5.6,7.2,11.2,0,129,130,129,124,0
4233364,4233364,Hazen,pa,144,65,92.2,95.8,4,8,12.4,22.4,3,7,10.4,19,1,1,1,0,0,0
4233408,4233408,Hazleton,pa,9886,72.2,121.7,125.1,3,6,8.4,14.5,2.6,5.2,7.4,13.2,0,807,893,807,807,0
4233504,4233504,Hebron,pa,234,69,119.4,122.2,3,5.5,7.5,12,3,5,7,11,4,25,26,21,21,0
4233528,4233528,Heckscherville,pa,67,68.7,128.4,131.2,2,4,6,9,2,4,5,8.7,0,20,20,20,20,0
4233576,4233576,Hegins,pa,471,64.6,122.8,125.5,2,4,5,8.3,2,3,5,7.6,8,22,22,14,10,0
4233592,4233592,Heidelberg,pa,714,65,92.1,95.2,4,9,13,23,3,7,11,20,0,265,265,265,0,0
4233632,4233632,Heidlersburg,pa,79,73,125.6,129.2,2,4.5,7,11.5,2,4,6,10.5,3,6,6,5,5,2
4233672,4233672,Heilwood,pa,218,67,82.3,84.8,7,15,23,42,7,14,20,37,1,3,3,2,2,0
4233744,4233744,Hellertown,pa,2384,70,140.4,145.7,2,3,5,7,2,3,4,6,38,258,261,220,219,0
4233772,4233772,Hemlock Farms,pa,3700,68.5,120.2,124.4,2,4,6.6,12,2,3.6,5.6,10.9,0,152,162,152,152,0
4233840,4233840,Hendersonville,pa,198,65,87.3,90.3,5,11,16,28,4,9,14,25,0,31,31,31,31,0
4233888,4233888,Henrietta,pa,87,67,90.7,93.6,4,10,15,28,4,9,13,25,2,24,23,22,22,0
4234008,4234008,Hereford,pa,132,70,125,129.4,2.8,5.5,7.5,11.3,2.8,4.8,6.5,10.3,8,17,17,10,10,1
4234048,4234048,Herminie,pa,390,65,89.2,91.5,5,10,15,27,4,9,14,24,4,16,16,12,2,0
4234064,4234064,Hermitage,pa,7107,66,91.4,95.1,4.6,9.8,14.4,25.3,3.6,8.3,12.3,21.2,26,322,341,300,277,4
4234080,4234080,Herndon,pa,229,64,113.4,116,2,4.4,6,10,2,4,6,9,46,115,121,74,21,5
4234144,4234144,Hershey,pa,4225,69,112.6,115.2,3.3,6.1,8.8,14.7,2.6,5.6,8.1,13.4,38,389,394,362,344,11
4234256,4234256,Hickory,pa,435,65,78.9,82,8,17,25,44,7,14,21,37.1,0,15,17,15,15,0
4234308,4234308,Hickory Hills,pa,1092,73.7,110,112.9,4,8,12,22.7,3,8,11,20.7,61,120,121,71,71,12
4234592,4234592,Highland Park,pa,645,72,106.6,109.4,3,7.7,11.7,20.7,3,7,10.7,18.7,11,65,68,54,47,0
4234664,4234664,Highspire,pa,1009,69,120,123.1,2,5,7,11,2,4,6,10,254,810,813,556,8,0
4234776,4234776,Hilldale,pa,641,61,91.5,94,5,9,13,22,4,8,12,20,15,101,106,86,81,0
4234784,4234784,Hiller,pa,800,63,82,84.3,6,13,19.1,32.1,5,11.1,17.1,29.1,0,74,78,74,72,0
4235120,4235120,Hokendauqua,pa,1310,70,114.9,119.1,4,7,9,16,3,6,8,14,35,119,121,86,37,2
4235172,4235172,Holiday Pocono,pa,1334,77.9,131.6,135.6,2,5,7,13.9,2,4,7,12.9,0,136,140,136,136,0
4235224,4235224,Hollidaysburg,pa,2298,66,77.6,80.1,8.8,18,27,51,7.8,16,24,45,165,313,322,153,13,5
4235336,4235336,Holters Crossing,pa,68,64,104.9,107.8,2,5,8,14,2,5,7,12,0,33,33,33,33,0
4235364,4235364,Homeacre-Lyndora,pa,3445,65,84.6,87.8,6,13,19.2,33.2,5,11,16.2,28.2,6,246,250,240,227,0
4235408,4235408,Homer City,pa,913,67,83.5,86,7,14,21,40,6,13,19,35,119,65,64,7,6,61
4235424,4235424,Homestead,pa,1609,65,93.8,96.6,4,8,12,21,3,7,11,19,0,60,60,60,1,0
4235448,4235448,Hometown,pa,883,72.3,131.7,135.3,2.6,5,6.6,10.4,2,4,6,9.4,1,57,59,56,49,0
4235488,4235488,Homewood,pa,112,65,95.4,99.4,3,7,11,19,3,6,9,16,4,17,17,13,13,0
4235500,4235500,Homewood at Martinsburg,pa,9,66,85,87.7,5,13,19,35,5,11,16,31,0,0,0,0,0,0
4235520,4235520,Honesdale,pa,2360,60,100.7,104.1,3,5.8,8.8,14.6,2.8,5.8,7.8,12.6,25,1197,1216,1172,203,0
4235528,4235528,Honey Brook,pa,607,70,117.8,121.3,4,7,9,14,3,6,8,12,0,1,1,1,1,0
4235576,4235576,Hookstown,pa,113,65,87,90.5,5,11,16,29,4,9,14,24,3,22,26,19,19,0
4235608,4235608,Hooversville,pa,437,67,81.3,83.7,6.5,14.8,23.3,44,5.5,12.8,21,38.8,111,145,147,35,12,1
4235624,4235624,Hop Bottom,pa,164,56,97.9,100.6,3,6,8,12,3,5,7,11,31,60,60,48,30,19
4235632,4235632,Hopeland,pa,262,69,125.2,128.3,2,5,6.8,10,2,4,6,9,0,29,31,29,29,0
4235648,4235648,Hopewell,pa,154,68,92.4,95.6,4,10,15,28,3,8,13,24,14,50,50,36,4,0
4235728,4235728,Hopwood,pa,1083,63.4,86.6,88.6,4.9,9.7,14.7,26.1,3.9,8.7,13.6,23.3,9,230,233,222,222,1
4235800,4235800,Horsham,pa,5709,73.9,120.3,125.2,4,7.4,9.8,16,3.2,6.4,8.6,13.8,73,570,589,500,500,3
4235872,4235872,Hostetter,pa,372,65.5,91.5,93.8,4,9,13,24,4,8,12,21.5,0,25,26,25,25,0
4235888,4235888,Houserville,pa,930,66,99.6,102.3,3,7,10.8,18.8,3,6,9,16.8,7,97,99,90,72,0
4235896,4235896,Houston,pa,589,65,88,90.9,5,10,15.3,27.3,4,9,13.3,24,126,166,165,43,3,3
4235928,4235928,Houtzdale,pa,526,64,85.1,87.6,5,11,17,30,5,10,15,27,27,116,118,89,89,0
4235960,4235960,Howard,pa,330,63,104.7,108,3,5,8,13,2,5,7,12,7,16,16,10,10,1
4236064,4236064,Hublersburg,pa,60,66.2,105.2,108.1,3,6,9,15.7,3,6,8,14.2,6,8,8,3,2,1
4236096,4236096,Hudson,pa,650,62,91.5,94,5,10,14,24,4,9,13,21,0,38,38,38,38,0
4236152,4236152,Hughestown,pa,755,57,91.3,93.8,4,7.3,10,17,3,7,9,16,0,78,78,78,78,0
4236160,4236160,Hughesville,pa,808,57,102.3,104.6,3,5,6,10,3,4,6,9,1,96,103,95,91,0
4236192,4236192,Hulmeville,pa,384,77,120.4,125.5,4,8,11.9,18.9,4,7,10,16,47,77,90,39,16,9
4236232,4236232,Hummelstown,pa,1706,69,118.4,121.2,3,5,7,12,2,5,6,11,45,151,153,108,86,2
4236240,4236240,Hummels Wharf,pa,844,62,105.5,108,3,5,7,12,3,5,7,11,115,216,221,101,41,0
4236288,4236288,Hunker,pa,176,65,79.8,81.8,8,17,25,43,7,15,22,38,6,38,38,32,29,0
4236352,4236352,Hunterstown,pa,142,73,114.3,117.5,3,6.6,10,16.6,3,6,8.6,15,2,9,9,7,7,0
4236368,4236368,Huntingdon,pa,2728,67.9,92.9,95.6,4,10,14.9,27.3,4,8,12.9,23.9,260,464,468,231,197,27
4236568,4236568,Hyde,pa,714,64.9,81.8,84.3,6,14,20,37.7,6,12,18,33.7,202,350,357,158,20,10
4236576,4236576,Hyde Park,pa,987,68,125.3,128.9,3,5,6,10,2,4,6,9,22,283,286,261,261,0
4236592,4236592,Hyde Park,pa,286,66,89.7,92.4,5,11,17,28,4,10,15,25,4,85,82,81,0,0
4236616,4236616,Hydetown,pa,316,66,83.8,87,7.3,15.4,22.4,38.3,6.3,13.1,19.4,33,57,152,151,96,45,1
4236640,4236640,Hyndman,pa,571,66,79,81.6,6,15,24.2,46.2,5,13,21,40.2,106,413,417,311,15,4
4236712,4236712,Idaville,pa,84,73,123.3,126.7,2,5,7,12.1,2,4,6,11,0,14,14,14,14,0
4236768,4236768,Imperial,pa,1331,65,82.8,85.8,7,14,20.5,36,6,12,18,31,1,293,297,292,292,0
4236816,4236816,Indiana,pa,3607,67,85.4,87.9,7,14,20.3,37.3,6,12,18,33.3,186,391,412,222,222,17
4236888,4236888,Indian Lake,pa,948,68,79.4,81.8,7.4,17.4,27.8,51.8,7,15.4,24.4,45.8,19,49,49,32,25,2
4236904,4236904,Indian Mountain Lake,pa,3918,79.8,137.6,142,2,4.3,7.1,13.3,2,4,6.1,11.4,41,259,267,233,233,15
4236944,4236944,Industry,pa,1204,65,93.6,97.3,3.5,7.8,11.8,21.1,3,6.3,9.8,17.4,53,238,233,185,88,0
4237000,4237000,Ingram,pa,1473,65,93.4,96.5,4,8,12.5,21.5,3,7,10.5,18.5,0,99,101,99,99,0
4237008,4237008,Inkerman,pa,405,60,93.9,96.4,4,8,11.3,19,3.3,7,10.3,17,0,27,28,27,27,0
4237016,4237016,Intercourse,pa,648,70,123.2,126.4,2.7,5,7,11.6,2,4.1,6,10,1,24,24,23,23,0
4237024,4237024,Iola,pa,74,59,104.2,106.7,3,5,7,11,2,4,6,10,43,63,63,25,4,5
4237136,4237136,Ironville,pa,36,67,93,95.6,4,9,14,26,4,8,12,23,8,33,33,25,3,0
4237192,4237192,Irvona,pa,431,65,76.4,78.8,8.5,19,29,51,7.5,17,25,44,73,124,124,51,9,0
4237208,4237208,Irwin,pa,1354,65,93.5,95.9,4,8,13,22,3,7,11,20,6,81,84,75,57,0
4237304,4237304,Ivyland,pa,375,74,118.9,123.7,4,8,11,17,4,7,9,15,0,16,17,16,16,0
4237496,4237496,Jackson Center,pa,127,67,84.7,87.9,6.5,14.5,21.5,37,5.5,12.5,18.5,32,1,4,4,3,2,0
4237544,4237544,Jacksonville,pa,45,64,104.9,107.8,2.5,5.5,8.5,14,2,5,7.5,12,0,24,24,24,24,0
4237552,4237552,Jacksonville,pa,438,66,83.6,86.1,6.1,14.1,21.1,37.1,6,13,19,32.7,11,70,70,60,60,1
4237584,4237584,Jacksonwald,pa,1206,68,121,124.5,3,6,7,11,3,5,7,10,23,128,137,110,110,5
4237640,4237640,Jacobus,pa,762,71,123.7,126.6,2,5,7,11,2,4,6,10,1,37,38,36,36,0
4237656,4237656,James City,pa,211,64,79.3,82.1,8,16,24,42,7,14,21,36,0,1,1,1,1,0
4237696,4237696,Jamestown,pa,381,66,89.5,93,5,11,16,28,4,9,14,24,14,64,74,57,57,7
4237728,4237728,Jamison City,pa,173,59,108.1,110.6,2.5,5,6,9,2,4,6,9,45,158,159,114,20,1
4237784,4237784,Jeannette,pa,5230,65,90.6,93,4.2,9.8,14.1,24.8,3.8,8.6,12.8,21.9,134,998,999,864,306,0
4237792,4237792,Jeddo,pa,64,73,118.6,121.9,3,6,9,16,3,6,8,15,0,0,0,0,0,0
4237880,4237880,Jefferson,pa,238,64,87.7,90.3,4,10,15,26,4,8,13,23,0,15,15,15,15,0
4237944,4237944,Jefferson,pa,316,71,118.6,121.7,2.5,5.5,8,12.5,2.5,5,7,11.5,0,25,26,25,25,0
4237955,4237955,Jefferson Hills,pa,5769,65,92.7,95.5,4,8.6,12.7,22.6,3.2,7.6,11.1,19.7,13,726,741,713,535,0
4238000,4238000,Jenkintown,pa,1396,75,124.4,129.6,3,7,9,15,3,6,8,13,1,130,134,129,129,0
4238048,4238048,Jennerstown,pa,455,67,87.8,90.2,5,10,17,31,4,9,15,28,13,27,27,19,19,5
4238096,4238096,Jermyn,pa,968,60.8,107.9,111.2,2.3,5,7,11.5,2,4,6.5,10.5,49,408,412,359,320,0
4238104,4238104,Jerome,pa,540,68,88.4,91,5,10.9,17.4,32.6,4,9.5,15.4,28.6,14,96,96,82,82,0
4238128,4238128,Jersey Shore,pa,1579,59.2,96.9,100,3.2,6.2,9,14.2,3,6,8,12.4,699,766,778,91,77,24
4238152,4238152,Jerseytown,pa,91,59,104.2,106.7,3,5,7,11,2,4,6,10,0,13,13,13,13,0
4238160,4238160,Jessup,pa,2162,63.1,110.5,113.7,2.5,4.9,7.3,12.1,2,4.3,6.3,11,77,592,626,517,372,2
4238200,4238200,Jim Thorpe,pa,2844,76.5,130.9,134.8,2,5,7.6,13.3,2,4,6.7,12.3,58,456,457,399,70,1
4238240,4238240,Joffre,pa,252,66,79.1,82.2,7.8,17.5,26,46.3,6.8,15.3,22.3,39.5,5,50,50,45,30,0
4238248,4238248,Johnsonburg,pa,1655,63,81.1,83.8,6.4,13.3,20.4,34.9,5.4,12.1,17.6,30.7,96,361,381,266,28,1
4238288,4238288,Johnstown,pa,11143,70,87.4,90,5.8,13.3,20.9,39.5,5,11.5,18.3,34.7,2018,3808,3901,2087,1506,297
4238392,4238392,Jonestown,pa,97,61,107.1,109.5,3,5,7,11,2,5,6,10,44,62,62,18,2,0
4238400,4238400,Jonestown,pa,582,68,115.4,118,3.3,6.3,8.6,12.9,3,5.3,7.6,11.9,16,10,10,5,5,11
4238514,4238514,Jugtown,pa,27,66,83.4,86,6,14,20,38,5,12,18,33,0,1,1,1,1,0
4238528,4238528,Julian,pa,79,66,96,98.7,3.6,8,12,22,3,7,10.6,19.6,0,53,53,53,42,0
4238632,4238632,Juniata Gap,pa,312,67,80.3,82.7,7,17,25,47,7,15,22,41,20,116,117,96,96,0
4238640,4238640,Juniata Terrace,pa,311,73,108.1,110.9,3,7,11,21,3,7,10,19,0,68,68,68,68,0
4238688,4238688,Kane,pa,1846,64,81.3,84.1,7,14.3,21.3,37.3,6,12.3,18.3,32.3,0,19,20,19,19,0
4238744,4238744,Kapp Heights,pa,420,61,100.9,103.2,3,6.5,8.5,14,3,5.5,8,12,0,14,14,14,9,0
4238768,4238768,Karns City,pa,133,66,81.8,84.7,8,17,25,42,7,15,21,36,2,10,13,8,8,0
4239056,4239056,Kelayres,pa,247,73,126.9,130,2.7,5.3,7.7,13,2.7,4.7,6.7,11.3,0,1,1,1,1,0
4239224,4239224,Kempton,pa,90,71,119.3,122.7,3,6,8.7,14.7,3,5.7,7.7,12.7,8,28,30,20,7,0
4239256,4239256,Kenhorst,pa,1318,68,127.8,131.5,2,4.3,6,9,2,4,5,8,7,158,160,151,151,0
4239272,4239272,Kenilworth,pa,746,70,122.6,126.9,3,5.9,7.9,11.9,2.9,4.9,6.9,10.7,53,111,114,60,57,2
4239280,4239280,Kenmar,pa,1641,59,99.7,102.7,3,6,8,12.9,3,5.3,7,11,0,252,257,252,147,0
4239336,4239336,Kennerdell,pa,529,66,80.1,83.2,9.4,18.2,27,45.8,7.8,16,23,39,13,275,275,262,0,0
4239352,4239352,Kennett Square,pa,1750,73,127.5,132.1,3,5,7,11,2,5,6,10,17,103,107,86,86,0
4239504,4239504,Kerrtown,pa,283,67,84.2,87.2,7,15,22,39,6,13,19,33,73,88,86,18,3,3
4239512,4239512,Kersey,pa,560,64,82.5,85.2,6.2,13.3,20,35.3,5.7,11.7,17.3,30.8,13,44,44,31,31,0
4239648,4239648,Kimberton,pa,270,71,126.7,131.1,3,5,7,11,2,5,6,10,5,19,19,17,17,3
4239736,4239736,King of Prussia,pa,6189,71.9,124.1,129,3.3,6.3,8.5,13.3,2.9,5.3,7.5,11.3,66,665,709,602,507,3
4239784,4239784,Kingston,pa,4978,62.4,91.7,94.1,5,10,14.1,24.4,5,9,13,21.8,5,2607,2669,2603,0,1
4239944,4239944,Kirkwood,pa,116,71.2,124.2,127.5,2.2,5,7.2,10.7,2,4.2,6.2,9.7,0,13,13,13,13,0
4239960,4239960,Kiskimere,pa,105,66,89.7,92.4,5,11,17,28,4,10,15,25,2,14,14,12,0,0
4240016,4240016,Kistler,pa,166,66,105.6,108.7,2,5,8,15,2,5,7,13,43,78,78,35,1,0
4240040,4240040,Kittanning,pa,1660,66,94.7,98.1,4.4,8.9,13.3,22.6,3.4,7.9,11.7,19.6,354,861,870,508,102,1
4240072,4240072,Klahr,pa,48,67,75.9,78.3,10,20,32,59,8,17,28,52,0,16,16,16,16,0
4240136,4240136,Klingerstown,pa,85,64,119.7,122.3,2,4,5,8.5,2,3,4.5,7.5,66,74,74,8,3,0
4240272,4240272,Knox,pa,593,66,76.7,79.6,11,22,32,54.7,9.7,19,27.7,47,0,44,44,44,44,0
4240360,4240360,Knoxville,pa,293,60,87.9,91.3,3,7,11,21,2,6,9,18,1,264,264,263,26,0
4240400,4240400,Koppel,pa,519,65,96.2,100.2,3,7,10.1,18.3,2.1,6,8.1,15.1,1,14,15,13,11,0
4240432,4240432,Kratzerville,pa,246,62,112.9,115.6,2,4,5.8,9.2,2,3.8,4.8,8.6,11,15,15,5,4,1
4240464,4240464,Kreamer,pa,480,64,116.4,119.2,2,4,6,9,2,3.8,5,8,62,100,100,49,39,11
4240584,4240584,Kulpmont,pa,1531,63,103.1,105.4,4,7.3,9.5,14.8,3.3,6.3,8.5,13.5,2,30,30,28,28,0
4240608,4240608,Kulpsville,pa,3151,71,113.4,117.8,4.7,9,12,17.7,4,7.1,10,15.1,13,221,246,209,209,1
4240656,4240656,Kutztown,pa,1598,70,116,119.4,4,7,9.6,15.4,3,6,8.6,13.6,89,250,252,161,130,0
4240666,4240666,Kutztown University,pa,21,70,117,120.4,4,7,9,15,3,6,8,13,0,0,0,0,0,0
4240680,4240680,Kylertown,pa,232,64.6,86.4,88.9,5,11,17,30.3,5,10,15,27.3,0,4,4,4,4,0
4240744,4240744,Laceyville,pa,186,53,84,86.1,4,8,11,17,4,7,10,15,19,55,56,36,0,0
4240848,4240848,Laflin,pa,750,60.7,95.1,97.6,4,8,11,18.7,3.7,7,10,16.7,16,50,51,35,35,1
4240948,4240948,Lake Arthur Estates,pa,30,66,83.2,86.5,7,14.7,21.7,38,6,12.7,18.7,32.3,0,0,0,0,0,0
4240960,4240960,Lake City,pa,1164,65,80.5,83.5,8,16,24,41,7,14,21,36,1,23,26,22,21,0
4240981,4240981,Lake Heritage,pa,1033,73,116.9,120.2,2.9,5.9,8.1,15,2.1,5,7.9,13.1,1,78,81,77,77,0
4240982,4240982,Lake Latonka,pa,1469,67,82.2,85.3,7,17,24.7,42,6,14,21,36,7,217,221,210,210,0
4240988,4240988,Lake Meade,pa,1219,72,117.8,121.2,3,6,8,14,2,5,7,13,16,86,87,71,71,1
4240992,4240992,Lakemont,pa,1010,66,77.6,80.1,9,18,27,51,8,16,24,45,45,92,95,50,50,3
4241080,4241080,Lake Winola,pa,758,57,99.7,102.4,3,5,7,12,3,5,7,11,7,73,74,66,66,0
4241099,4241099,Lake Wynonah,pa,2428,69,128.3,131.4,2,4,6,9,2,4,5.1,8.8,6,152,159,148,148,2
4241104,4241104,Lamar,pa,314,65,104.5,107.8,3,6,9,15,3,5.3,8,13.3,128,162,163,57,20,23
4241192,4241192,Lampeter,pa,479,70,129.6,133.1,2,3.8,5.8,9.3,2,3.8,4.8,8.5,0,23,24,23,23,0
4241216,4241216,Lancaster,pa,18363,70,126,129,2,4.7,5.9,10.5,2,3.9,5.8,9.5,72,2912,2938,2841,2693,1
4241264,4241264,Landingville,pa,115,69.8,127.7,130.8,2,4,6,10,2,4,6,9,27,47,47,20,8,0
4241272,4241272,Landisburg,pa,94,72,124.2,127.6,2,4,6,11,2,4,5,10,0,21,21,21,21,0
4241304,4241304,Landisville,pa,779,69,118.7,121.6,3,5.2,7.4,11.6,2.2,5.2,6.4,10.6,6,60,60,54,54,0
4241336,4241336,Lanesboro,pa,251,54.2,95.4,98.5,3,5.5,7.1,12.2,2.5,5,7,10.2,80,143,143,63,12,0
4241376,4241376,Langeloth,pa,468,66,81.8,84.9,7,15,23,40,6,13,19,34,0,21,21,21,21,0
4241392,4241392,Langhorne,pa,526,76.5,117.3,122.3,5,9,12.5,20.5,4,8,10.5,17.5,0,7,7,7,7,0
4241416,4241416,Langhorne Manor,pa,341,77,117.3,122.3,5,9,13,21,4,8,11,18,3,7,8,6,6,2
4241432,4241432,Lansdale,pa,5565,71.4,113.6,118,5,8.3,11.8,17.5,4,7.1,10,15.4,45,548,565,504,504,1
4241440,4241440,Lansdowne,pa,3679,73,118,122.7,4,7.5,10.5,16.5,3.8,6.5,8.8,13.8,10,362,391,352,325,0
4241464,4241464,Lansford,pa,2205,74.1,142,145.9,2,3,5,9,2,3,5,8,8,312,340,304,304,0
4241512,4241512,Laporte,pa,399,56.8,105,107.5,3,5,6,8.8,2.3,4,5.2,8,8,22,22,16,16,2
4241580,4241580,Larke,pa,13,68,86.9,89.6,6,13,20,36,5,11,17,32,1,7,7,6,0,0
4241608,4241608,Larksville,pa,2174,62.1,94.5,97.1,4.8,8.8,12.1,21,4,7.8,11.1,18.9,30,294,327,264,250,0
4241680,4241680,Latrobe,pa,3904,65,92.7,95.1,4,8.7,12.7,22.3,3.7,7.7,11.7,20.3,56,639,641,585,236,2
4241700,4241700,Lattimer,pa,343,72,111.9,115.1,4,7,11,19,4,7,10,18,0,0,8,0,0,0
4241768,4241768,Laureldale,pa,1694,68,125.3,128.9,3,5,6,10,2,4,6,9,0,265,265,265,265,0
